TimeInterval,GantryID,小客車,小貨車,大客車,大貨車,聯結車,direction,小客車速度,小貨車速度,大客車速度,大貨車速度,聯結車速度
49,3227,11,6,1,2,10,1,104,111,97,91,84
49,3252,10,4,1,3,6,1,104,113,97,82,86
49,3286,15,5,0,0,4,1,111,100,0,0,86
49,3366,14,3,0,0,4,1,118,129,0,0,86
49,3398,17,3,2,1,11,1,115,111,102,111,82
49,3460,14,3,1,3,3,1,106,104,104,86,86
49,3535,12,4,0,4,6,1,104,97,0,97,84
49,3561,15,3,0,4,9,1,108,100,0,100,86
49,3590,14,3,1,3,4,1,108,93,97,104,84
49,3640,14,5,1,2,4,1,104,100,100,102,91
49,3676,14,2,1,2,6,1,104,106,100,100,95
49,3686,3,0,0,0,1,1,90,0,0,0,64
50,5,6,4,0,0,0,1,99,97,0,0,0
50,17,9,3,0,0,0,1,97,90,0,0,0
50,29,5,3,0,1,0,1,90,93,0,90,0
50,61,15,6,0,2,4,1,93,91,0,72,88
50,99,13,5,0,7,7,1,276,271,0,149,153
50,147,9,3,0,5,2,1,100,100,0,93,88
50,153,6,2,0,4,4,1,100,95,0,88,86
50,182,12,4,0,1,4,1,99,97,0,111,86
50,248,22,4,2,4,3,1,100,102,90,104,90
50,264,20,4,1,3,2,1,100,104,97,104,97
50,293,28,0,0,5,4,1,100,0,0,97,95
50,339,40,17,1,5,5,1,199,188,90,97,82
50,376,22,5,1,3,0,1,97,93,86,82,0
50,413,20,7,2,5,6,1,100,97,97,90,84
50,467,22,6,0,5,7,1,100,100,0,93,90
50,492,17,8,0,8,6,1,97,104,0,84,91
50,511,15,10,2,8,3,1,244,97,97,169,93
50,532,32,8,0,10,5,1,120,99,0,82,93
50,557,15,11,0,4,6,1,97,90,0,86,88
50,578,14,8,0,10,4,1,204,99,0,93,99
50,633,16,9,0,13,6,1,99,100,0,90,84
50,664,11,10,0,14,7,1,104,99,0,90,90
50,681,8,6,1,10,7,1,95,91,93,90,86
50,699,8,5,1,4,5,1,102,97,104,99,90
50,750,15,3,0,3,8,1,100,100,0,97,88
50,880,13,7,1,5,7,1,104,100,100,97,93
50,928,14,5,1,7,6,1,100,108,100,75,95
50,950,12,5,0,9,8,1,104,104,0,86,86
50,980,25,8,1,8,13,1,201,186,93,168,158
50,1045,20,8,3,5,1,1,100,102,93,93,79
50,1123,8,2,1,3,0,1,99,99,97,86,0
50,1292,11,3,1,2,1,1,97,93,104,84,75
50,1389,11,3,3,5,1,1,100,108,93,90,90
50,1465,4,0,0,8,3,1,104,0,0,91,79
50,1572,10,2,1,6,5,1,102,57,108,95,82
50,1621,12,2,0,4,6,1,106,113,0,88,84
50,1664,8,3,0,5,3,1,109,108,0,82,86
50,1699,10,3,2,1,2,1,104,104,100,82,95
50,1774,9,3,3,2,4,1,108,108,7,81,90
50,1802,12,3,0,3,2,1,106,111,0,82,102
50,1839,17,3,0,4,1,1,104,100,0,90,86
50,1906,12,8,0,8,1,1,111,187,0,178,86
50,1960,13,8,0,7,6,1,108,108,0,90,88
50,2011,9,5,2,14,16,1,108,108,90,91,84
50,2089,12,7,0,10,13,1,109,104,0,91,86
50,2156,9,7,2,6,15,1,104,104,97,88,90
50,2249,10,6,2,12,16,1,111,97,104,88,84
50,2322,16,8,2,5,12,1,108,100,99,93,82
50,2394,10,3,1,3,9,1,109,111,108,90,86
50,2425,11,2,2,6,18,1,111,113,104,99,86
50,2472,16,1,1,6,11,1,104,115,97,97,86
50,2514,12,4,1,3,14,1,109,104,100,97,86
50,2603,11,4,1,7,5,1,111,102,93,86,82
50,2674,11,6,1,3,4,1,111,104,82,82,93
50,2714,5,3,2,4,8,1,100,97,97,81,82
50,2827,11,2,3,0,7,1,104,99,97,0,93
50,2866,11,4,1,6,7,1,108,102,93,95,86
50,2930,13,3,4,10,7,1,108,100,100,86,86
50,3019,11,4,2,2,4,1,115,104,63,75,86
50,3083,16,3,2,2,6,1,113,111,95,86,81
50,3126,13,3,1,3,1,1,104,186,97,177,64
50,3185,12,4,2,2,8,1,109,106,88,100,81
50,3227,14,5,3,2,11,1,106,108,108,93,82
50,3252,12,4,2,1,9,1,106,95,109,93,90
50,3286,10,6,1,1,6,1,104,104,97,93,86
50,3366,12,7,1,1,8,1,108,104,93,118,93
50,3398,13,3,0,0,3,1,115,104,0,0,86
50,3460,20,2,1,1,5,1,111,108,93,82,64
50,3535,12,3,0,2,2,1,97,100,0,90,73
50,3561,10,4,0,1,0,1,102,102,0,104,0
50,3590,18,4,0,3,10,1,108,106,0,108,86
50,3640,21,4,0,4,11,1,108,99,0,100,86
50,3676,20,4,0,3,6,1,111,97,0,111,82
50,3686,0,0,0,0,0,1,0,0,0,0,0
51,5,5,3,0,0,0,1,82,79,0,0,0
51,17,6,5,0,0,0,1,88,86,0,0,0
51,29,16,5,0,1,0,1,100,90,0,79,0
51,61,17,8,1,4,8,1,104,95,104,86,86
51,99,15,7,0,2,3,1,284,257,0,93,64
51,147,10,4,0,2,3,1,113,93,0,97,86
51,153,16,2,0,3,2,1,100,93,0,97,88
51,182,9,1,0,5,4,1,97,93,0,93,82
51,248,33,7,1,2,5,1,104,100,93,90,90
51,264,32,8,2,2,4,1,102,95,90,95,88
51,293,27,6,4,3,2,1,100,100,93,97,88
51,339,67,12,2,4,4,1,197,186,91,99,91
51,376,12,4,0,6,3,1,99,81,0,79,86
51,413,15,3,0,6,1,1,100,104,0,90,144
51,467,21,4,0,3,2,1,100,95,0,90,88
51,492,23,6,0,3,3,1,104,97,0,90,97
51,511,17,9,0,4,5,1,210,93,0,165,86
51,532,24,14,2,3,9,1,104,98,66,93,86
51,557,11,8,2,7,8,1,97,95,97,79,81
51,578,12,8,0,5,9,1,212,177,0,75,86
51,633,15,7,1,5,5,1,104,93,97,90,79
51,664,17,8,0,9,2,1,104,102,0,93,88
51,681,14,5,0,7,2,1,97,90,0,86,82
51,699,13,6,0,11,8,1,108,104,0,97,91
51,750,24,7,1,8,6,1,100,97,97,95,82
51,880,18,9,1,4,11,1,100,100,100,99,90
51,928,14,3,1,1,9,1,100,100,93,97,93
51,950,13,1,1,4,8,1,100,104,97,93,86
51,980,17,7,1,5,6,1,195,188,100,82,193
51,1045,20,8,1,7,2,1,108,100,97,90,88
51,1123,9,8,2,6,2,1,108,102,97,86,77
51,1292,8,2,1,2,1,1,93,100,97,102,82
51,1389,12,2,0,5,2,1,95,90,0,93,86
51,1465,12,1,3,6,2,1,108,108,97,93,79
51,1572,10,4,2,2,3,1,109,10,95,82,82
51,1621,4,3,0,7,4,1,113,195,0,97,84
51,1664,12,2,0,3,6,1,108,109,0,93,84
51,1699,13,2,1,3,2,1,108,106,72,86,84
51,1774,9,3,3,3,3,1,111,111,100,97,93
51,1802,10,6,5,2,2,1,108,106,97,102,88
51,1839,8,5,2,2,3,1,100,111,97,81,97
51,1906,14,4,0,5,2,1,190,201,0,86,99
51,1960,18,8,0,8,13,1,108,104,0,86,86
51,2011,9,8,0,8,6,1,111,104,0,97,86
51,2089,11,5,3,13,16,1,108,108,86,93,82
51,2156,12,5,0,12,14,1,113,104,0,90,86
51,2249,8,6,2,6,14,1,100,102,61,81,88
51,2322,9,5,3,9,13,1,104,100,100,93,86
51,2394,12,7,2,9,12,1,109,100,100,97,84
51,2425,11,3,1,4,10,1,108,108,93,91,86
51,2472,6,3,1,3,12,1,108,108,104,93,86
51,2514,14,1,1,8,7,1,104,115,100,93,86
51,2603,12,4,1,2,14,1,106,100,104,82,86
51,2674,13,6,1,9,9,1,111,102,104,86,82
51,2714,11,5,0,5,7,1,115,100,0,82,82
51,2827,8,4,0,8,10,1,111,106,0,93,81
51,2866,6,4,0,2,6,1,106,108,0,99,97
51,2930,13,4,0,6,10,1,100,100,0,97,82
51,3019,10,3,4,14,9,1,108,104,100,90,90
51,3083,10,4,2,7,5,1,111,104,102,93,82
51,3126,14,5,1,1,7,1,108,174,100,79,148
51,3185,10,1,0,1,4,1,111,111,0,100,91
51,3227,10,2,0,1,2,1,109,124,0,108,86
51,3252,8,4,1,1,11,1,113,100,97,104,82
51,3286,16,5,3,2,7,1,104,100,100,75,86
51,3366,18,3,2,5,7,1,102,115,108,86,90
51,3398,13,3,0,1,5,1,104,100,0,90,90
51,3460,11,4,0,1,7,1,111,91,0,7,75
51,3535,14,3,0,0,10,1,104,97,0,0,79
51,3561,14,2,0,1,10,1,104,97,0,90,81
51,3590,15,5,1,2,5,1,100,100,104,82,93
51,3640,8,6,0,1,8,1,106,97,0,100,90
51,3676,12,5,0,2,13,1,95,100,0,84,90
51,3686,0,1,0,0,5,1,0,90,0,0,79
52,5,7,2,0,1,0,1,100,81,0,115,0
52,17,8,2,0,1,1,1,97,90,0,104,86
52,29,7,6,0,1,1,1,97,86,0,86,93
52,61,12,6,0,1,7,1,95,90,0,86,72
52,99,22,7,0,4,10,1,278,262,0,152,154
52,147,11,5,0,1,8,1,100,93,0,82,86
52,153,3,3,0,2,8,1,93,97,0,90,82
52,182,15,3,0,3,3,1,104,93,0,93,93
52,248,39,4,2,4,1,1,108,99,99,102,97
52,264,35,4,2,5,4,1,104,102,95,100,84
52,293,33,7,0,4,0,1,104,93,0,99,0
52,339,61,12,3,5,4,1,199,183,185,86,84
52,376,19,5,1,3,2,1,97,86,79,79,82
52,413,16,6,1,4,6,1,100,93,90,106,97
52,467,18,4,1,8,8,1,100,99,100,102,93
52,492,16,4,1,8,9,1,99,99,100,100,93
52,511,9,9,1,10,5,1,171,186,93,95,86
52,532,22,4,1,9,3,1,102,93,97,91,86
52,557,18,7,1,5,4,1,97,93,93,90,75
52,578,15,14,2,6,9,1,200,183,100,82,82
52,633,3,10,2,9,7,1,93,91,95,79,75
52,664,9,12,2,7,9,1,97,99,100,82,90
52,681,8,8,3,8,11,1,93,90,90,72,82
52,699,11,6,0,7,5,1,104,100,0,97,90
52,750,17,8,1,7,5,1,97,99,100,93,93
52,880,16,6,1,6,5,1,104,100,100,93,82
52,928,22,6,1,9,4,1,100,97,97,97,84
52,950,18,7,1,7,7,1,100,93,93,97,90
52,980,20,4,0,5,12,1,190,86,0,183,169
52,1045,6,4,1,6,4,1,104,100,104,82,91
52,1123,20,5,3,5,0,1,104,100,93,82,0
52,1292,13,2,2,5,3,1,104,95,97,93,82
52,1389,8,2,1,2,2,1,100,102,97,95,68
52,1465,10,2,1,2,1,1,99,97,97,84,90
52,1572,7,1,2,4,2,1,108,93,82,99,84
52,1621,12,2,3,2,3,1,111,111,93,104,79
52,1664,11,7,2,4,8,1,108,108,95,91,84
52,1699,7,3,0,2,6,1,104,108,0,95,86
52,1774,8,4,0,6,6,1,113,111,0,95,86
52,1802,13,3,0,4,3,1,111,104,0,90,86
52,1839,12,3,5,4,3,1,104,104,97,95,90
52,1906,16,6,6,3,4,1,273,104,97,82,91
52,1960,19,8,0,8,9,1,115,106,0,90,93
52,2011,20,11,0,8,10,1,108,104,0,88,84
52,2089,11,8,1,12,4,1,111,104,90,90,82
52,2156,8,7,2,14,18,1,108,104,90,90,82
52,2249,12,5,0,8,11,1,104,104,0,90,86
52,2322,8,7,1,9,16,1,104,100,93,82,88
52,2394,7,8,3,9,14,1,108,102,104,82,86
52,2425,6,6,3,4,14,1,111,102,104,91,90
52,2472,12,5,2,7,12,1,108,100,97,93,86
52,2514,6,3,1,3,17,1,111,108,108,93,86
52,2603,10,2,1,7,7,1,104,113,97,93,86
52,2674,10,5,1,5,9,1,100,100,97,93,82
52,2714,13,4,1,6,3,1,108,95,97,81,75
52,2827,15,7,0,5,10,1,108,108,0,18,86
52,2866,12,3,2,5,9,1,115,108,43,93,90
52,2930,9,5,1,1,8,1,100,100,93,72,91
52,3019,14,4,1,3,11,1,108,97,97,90,86
52,3083,14,2,3,6,5,1,113,108,104,93,86
52,3126,7,7,3,8,7,1,111,100,104,86,154
52,3185,12,1,1,6,6,1,108,100,104,82,79
52,3227,15,3,1,3,7,1,111,115,104,82,86
52,3252,11,4,0,2,4,1,111,109,0,91,86
52,3286,18,3,1,2,12,1,109,90,97,59,84
52,3366,16,6,2,2,7,1,118,90,64,91,97
52,3398,24,3,2,1,8,1,104,111,106,75,86
52,3460,11,4,0,1,3,1,104,100,0,82,90
52,3535,10,2,0,1,6,1,102,99,0,90,84
52,3561,9,3,0,1,4,1,104,100,0,90,77
52,3590,15,0,1,3,14,1,205,0,97,82,82
52,3640,23,3,0,7,7,1,100,108,0,86,90
52,3676,22,5,0,5,5,1,97,108,0,82,90
52,3686,1,0,0,0,0,1,90,0,0,0,0
53,5,9,3,0,0,0,1,108,97,0,0,0
53,17,11,2,0,1,0,1,97,88,0,72,0
53,29,11,4,0,1,0,1,97,90,0,108,0
53,61,14,6,0,2,4,1,100,99,0,97,93
53,99,15,7,0,2,6,1,262,254,0,158,151
53,147,17,2,0,3,6,1,100,90,0,97,93
53,153,10,1,0,1,6,1,95,79,0,100,86
53,182,5,1,0,1,9,1,100,111,0,72,86
53,248,24,3,0,0,8,1,99,104,0,0,88
53,264,25,6,1,3,4,1,104,97,86,97,82
53,293,34,4,3,2,2,1,104,106,100,102,86
53,339,65,16,2,9,2,1,200,190,154,170,81
53,376,20,9,1,2,2,1,100,86,72,75,50
53,413,19,7,2,3,5,1,104,97,88,97,90
53,467,20,11,1,4,3,1,100,100,93,97,93
53,492,21,9,1,7,1,1,100,97,93,97,90
53,511,18,12,1,3,3,1,154,107,93,108,86
53,532,21,14,0,8,9,1,103,100,0,100,90
53,557,17,8,1,5,6,1,93,90,90,97,86
53,578,14,5,1,6,3,1,208,97,97,84,82
53,633,14,7,0,1,6,1,95,93,0,90,77
53,664,15,10,0,5,12,1,100,99,0,93,79
53,681,13,9,0,6,10,1,93,90,0,81,75
53,699,7,9,2,10,9,1,100,97,100,82,90
53,750,29,4,1,9,4,1,104,100,93,90,82
53,880,23,9,1,13,8,1,104,104,93,97,90
53,928,14,8,0,8,6,1,108,99,0,97,95
53,950,19,10,0,7,3,1,100,100,0,97,93
53,980,20,6,1,9,5,1,263,260,97,187,164
53,1045,8,3,1,2,2,1,102,111,90,52,95
53,1123,20,9,1,3,3,1,102,97,97,86,86
53,1292,18,9,2,6,0,1,104,100,93,93,0
53,1389,11,8,2,6,2,1,108,100,97,86,88
53,1465,9,4,1,5,3,1,97,99,97,90,82
53,1572,9,4,1,4,2,1,104,66,97,90,88
53,1621,6,0,0,4,2,1,100,0,0,95,90
53,1664,9,2,2,4,2,1,100,90,93,86,86
53,1699,11,8,2,1,4,1,111,108,95,90,84
53,1774,14,7,0,4,5,1,113,111,0,93,90
53,1802,10,7,0,3,6,1,118,100,0,100,91
53,1839,12,6,0,1,4,1,106,102,0,93,84
53,1906,17,4,1,6,4,1,111,197,97,82,90
53,1960,12,6,6,4,10,1,109,100,97,91,86
53,2011,14,8,1,11,8,1,111,111,97,86,86
53,2089,15,8,0,10,13,1,111,113,0,88,90
53,2156,10,5,1,11,5,1,113,108,90,90,86
53,2249,10,3,1,13,18,1,102,97,93,86,82
53,2322,16,5,0,9,12,1,111,104,0,93,86
53,2394,11,8,0,8,13,1,108,111,0,82,90
53,2425,9,10,2,8,12,1,108,108,88,90,88
53,2472,9,6,3,9,15,1,100,99,104,86,86
53,2514,9,6,2,9,11,1,111,97,100,93,82
53,2603,8,1,1,6,17,1,111,111,100,88,86
53,2674,12,3,1,7,12,1,102,111,100,93,84
53,2714,6,4,1,6,7,1,108,104,108,75,79
53,2827,8,5,2,9,7,1,113,93,100,90,79
53,2866,11,7,1,5,7,1,111,104,97,97,86
53,2930,13,5,2,7,10,1,111,108,97,93,91
53,3019,7,7,0,2,10,1,104,100,0,88,91
53,3083,12,3,1,2,8,1,106,115,97,97,90
53,3126,15,2,2,5,6,1,190,100,86,161,79
53,3185,8,5,2,4,9,1,104,108,100,95,86
53,3227,8,6,1,7,9,1,109,104,104,82,90
53,3252,10,5,3,7,8,1,106,100,104,79,81
53,3286,14,5,0,1,5,1,109,104,0,14,86
53,3366,25,4,0,4,9,1,115,104,0,84,86
53,3398,23,4,2,3,7,1,111,100,100,97,90
53,3460,21,4,2,3,9,1,108,99,102,72,79
53,3535,17,6,1,3,4,1,104,100,115,82,81
53,3561,12,2,1,4,4,1,100,109,115,82,84
53,3590,15,3,0,2,7,1,100,104,0,93,90
53,3640,17,3,0,3,9,1,100,97,0,86,82
53,3676,19,3,0,4,10,1,97,90,0,88,82
53,3686,0,0,0,1,0,1,0,0,0,75,0
54,5,7,4,0,0,0,1,90,75,0,0,0
54,17,11,2,0,1,0,1,86,82,0,86,0
54,29,12,5,1,1,0,1,97,97,72,86,0
54,61,19,10,0,0,8,1,97,91,0,0,86
54,99,14,5,1,1,8,1,290,176,72,79,154
54,147,4,2,1,1,6,1,99,111,75,90,93
54,153,4,2,0,3,2,1,102,90,0,75,91
54,182,14,2,1,1,6,1,100,84,82,97,90
54,248,30,4,0,3,8,1,100,91,0,82,93
54,264,28,6,0,3,10,1,100,97,0,82,86
54,293,26,2,3,1,5,1,100,84,97,100,90
54,339,64,10,1,3,0,1,199,179,97,97,0
54,376,23,6,1,5,0,1,97,73,79,82,0
54,413,19,9,0,3,0,1,104,93,0,97,0
54,467,30,9,0,1,3,1,106,97,0,97,90
54,492,24,7,0,1,4,1,104,100,0,97,88
54,511,16,10,0,2,4,1,133,187,0,90,90
54,532,32,14,2,11,4,1,110,105,95,96,93
54,557,24,9,0,6,5,1,99,100,0,88,82
54,578,16,9,1,5,9,1,197,204,93,100,86
54,633,9,12,1,7,7,1,100,97,90,93,90
54,664,8,11,0,11,6,1,104,100,0,90,81
54,681,8,7,2,10,5,1,97,90,77,77,75
54,699,19,6,0,7,10,1,100,100,0,93,82
54,750,17,12,2,3,8,1,100,100,99,93,84
54,880,29,7,1,9,3,1,100,104,90,93,82
54,928,25,7,1,10,3,1,104,100,93,90,79
54,950,22,3,0,10,5,1,104,100,0,91,90
54,980,18,11,0,11,5,1,208,257,0,183,181
54,1045,17,5,1,3,2,1,97,97,93,97,84
54,1123,8,3,1,7,5,1,104,104,100,75,86
54,1292,20,6,2,3,2,1,104,100,95,93,88
54,1389,21,8,2,7,0,1,104,102,93,90,0
54,1465,11,5,2,3,2,1,100,104,99,79,75
54,1572,7,2,1,2,2,1,100,55,104,100,82
54,1621,6,3,2,4,1,1,102,100,100,93,97
54,1664,8,3,1,4,0,1,106,104,97,90,0
54,1699,11,2,1,4,3,1,108,104,90,91,90
54,1774,7,3,1,4,3,1,108,100,100,99,90
54,1802,15,4,1,6,3,1,111,106,100,91,86
54,1839,14,8,0,3,4,1,113,99,0,97,88
54,1906,15,5,0,5,7,1,162,104,0,97,82
54,1960,20,5,1,10,11,1,111,104,97,90,82
54,2011,14,4,6,4,11,1,109,104,97,97,86
54,2089,11,7,2,10,11,1,115,115,97,88,75
54,2156,13,10,0,11,10,1,111,113,0,93,86
54,2249,9,4,0,14,8,1,111,102,0,86,77
54,2322,7,5,3,13,16,1,108,100,86,93,82
54,2394,12,2,2,10,13,1,111,102,86,93,86
54,2425,6,2,0,11,8,1,115,111,0,97,88
54,2472,14,4,0,7,12,1,104,102,0,86,86
54,2514,9,8,3,9,12,1,108,102,104,90,84
54,2603,8,9,2,9,9,1,111,100,106,93,90
54,2674,13,6,0,9,13,1,111,102,0,90,86
54,2714,12,1,2,7,6,1,109,100,102,86,75
54,2827,8,2,1,4,5,1,108,106,100,99,86
54,2866,6,3,1,7,8,1,108,100,108,100,84
54,2930,13,3,0,5,6,1,108,90,0,93,90
54,3019,12,6,2,7,8,1,111,108,97,90,88
54,3083,14,3,2,3,9,1,111,108,99,93,86
54,3126,13,2,1,2,5,1,100,111,93,79,82
54,3185,17,5,1,6,9,1,104,108,97,86,86
54,3227,15,3,1,5,8,1,108,100,93,90,81
54,3252,16,5,0,7,7,1,106,100,0,86,82
54,3286,10,6,2,4,6,1,111,113,102,84,82
54,3366,18,7,1,2,5,1,113,108,108,106,93
54,3398,18,3,1,3,8,1,111,104,100,90,77
54,3460,20,3,2,4,8,1,108,115,102,75,84
54,3535,15,5,1,3,8,1,108,97,104,82,91
54,3561,23,6,1,1,9,1,108,99,97,86,86
54,3590,24,4,2,3,10,1,104,102,93,90,81
54,3640,21,3,1,2,10,1,108,118,90,88,88
54,3676,21,1,0,4,8,1,104,122,0,91,90
54,3686,0,1,0,0,3,1,0,90,0,0,72
55,5,8,2,0,0,0,1,88,81,0,0,0
55,17,13,3,0,0,0,1,93,82,0,0,0
55,29,12,5,0,0,0,1,91,82,0,0,0
55,61,16,5,0,2,16,1,97,97,0,91,88
55,99,24,12,0,4,12,1,278,260,0,88,151
55,147,10,5,0,3,7,1,97,100,0,97,93
55,153,10,7,1,3,7,1,93,93,75,90,90
55,182,5,2,0,3,3,1,104,88,0,82,90
55,248,26,6,1,3,2,1,104,104,86,90,93
55,264,27,4,1,5,5,1,97,102,86,90,86
55,293,33,7,0,4,5,1,100,100,0,82,90
55,339,62,6,3,3,9,1,197,205,197,79,82
55,376,21,1,1,1,2,1,100,93,97,86,72
55,413,24,4,3,1,1,1,100,90,86,93,79
55,467,27,8,1,3,1,1,104,95,86,100,90
55,492,33,6,0,3,1,1,104,95,0,100,93
55,511,20,12,0,2,2,1,128,193,0,90,82
55,532,23,17,0,5,3,1,104,111,0,96,86
55,557,18,11,0,5,3,1,100,100,0,82,82
55,578,23,11,0,8,6,1,215,191,0,91,88
55,633,19,6,1,5,5,1,97,97,90,90,82
55,664,12,9,1,8,10,1,104,100,97,93,90
55,681,9,7,1,6,5,1,93,86,90,93,86
55,699,7,12,0,14,8,1,100,102,0,95,93
55,750,26,13,2,7,7,1,100,100,99,79,90
55,880,12,14,2,4,10,1,100,97,100,95,86
55,928,12,9,4,4,8,1,97,100,95,95,88
55,950,16,7,1,4,7,1,97,97,97,95,86
55,980,22,5,3,8,4,1,193,199,184,172,167
55,1045,15,9,0,9,1,1,108,108,0,97,97
55,1123,7,4,1,6,3,1,104,106,79,75,86
55,1292,11,4,1,4,5,1,100,91,100,84,86
55,1389,15,7,2,3,4,1,104,97,95,93,88
55,1465,17,8,2,9,2,1,108,104,93,90,90
55,1572,12,7,2,6,4,1,104,111,97,99,84
55,1621,12,5,3,2,3,1,193,104,97,86,86
55,1664,8,3,1,3,2,1,106,82,104,93,84
55,1699,9,2,1,2,1,1,108,104,97,84,90
55,1774,15,2,0,2,0,1,108,106,0,99,0
55,1802,8,1,1,1,2,1,104,104,75,100,90
55,1839,14,4,1,3,8,1,108,99,100,97,84
55,1906,20,8,0,6,6,1,197,100,0,95,91
55,1960,17,9,0,9,19,1,111,100,0,97,86
55,2011,19,5,2,7,11,1,108,100,88,90,82
55,2089,16,7,5,7,12,1,111,100,97,97,88
55,2156,10,7,3,7,12,1,111,111,97,86,82
55,2249,13,10,1,11,13,1,108,106,14,90,86
55,2322,11,3,0,14,10,1,111,104,0,88,84
55,2394,8,6,0,18,10,1,113,104,0,90,84
55,2425,7,3,1,15,14,1,111,104,90,93,84
55,2472,10,3,0,10,10,1,108,108,0,97,84
55,2514,11,4,0,9,8,1,104,108,0,90,86
55,2603,9,8,2,10,11,1,108,102,99,93,82
55,2674,11,8,3,8,10,1,108,108,104,93,81
55,2714,16,2,0,3,11,1,111,102,0,82,75
55,2827,16,2,1,5,6,1,109,27,108,97,86
55,2866,9,2,0,4,5,1,104,84,0,93,90
55,2930,12,3,2,8,9,1,108,97,100,91,82
55,3019,17,6,1,4,9,1,108,99,97,100,86
55,3083,15,7,1,4,7,1,108,108,100,95,86
55,3126,10,2,2,5,9,1,106,115,97,93,154
55,3185,10,1,0,3,4,1,109,97,0,97,88
55,3227,13,2,1,4,7,1,115,93,90,93,90
55,3252,12,3,1,5,7,1,100,100,93,86,86
55,3286,17,9,0,7,7,1,108,100,0,86,86
55,3366,14,9,1,6,11,1,115,111,104,84,86
55,3398,16,8,2,3,5,1,108,109,104,86,82
55,3460,12,4,0,3,5,1,106,99,0,79,68
55,3535,16,2,0,1,3,1,104,104,0,90,79
55,3561,22,2,0,1,5,1,106,86,0,75,90
55,3590,14,5,2,1,9,1,106,97,99,86,86
55,3640,20,14,1,6,11,1,104,102,86,90,86
55,3676,29,7,1,5,8,1,100,97,97,90,81
55,3686,0,0,0,0,2,1,0,0,0,0,73
56,5,9,3,0,1,0,1,86,93,0,100,0
56,17,10,2,0,1,0,1,88,88,0,97,0
56,29,16,5,0,0,2,1,97,93,0,0,84
56,61,17,9,0,5,10,1,100,82,0,79,61
56,99,18,5,0,3,13,1,278,154,0,93,150
56,147,6,5,0,2,9,1,100,97,0,95,90
56,153,6,2,0,3,8,1,91,82,0,93,88
56,182,10,6,1,4,7,1,88,93,79,84,86
56,248,29,5,2,1,7,1,104,104,86,86,90
56,264,25,7,2,2,4,1,104,97,88,86,90
56,293,21,4,0,2,1,1,100,108,0,84,90
56,339,57,13,0,8,7,1,194,187,0,82,82
56,376,27,2,0,5,8,1,93,84,0,72,64
56,413,25,1,1,1,6,1,100,104,100,97,91
56,467,23,5,1,1,5,1,100,93,104,93,90
56,492,22,6,1,3,2,1,99,97,97,97,91
56,511,21,5,2,3,2,1,161,86,82,159,88
56,532,31,17,2,5,3,1,102,100,107,90,89
56,557,15,13,0,3,5,1,90,97,0,86,82
56,578,19,11,0,3,4,1,199,184,0,86,84
56,633,14,9,0,8,6,1,106,97,0,86,82
56,664,17,8,0,10,6,1,108,99,0,91,88
56,681,17,7,0,10,8,1,97,93,0,86,75
56,699,14,8,1,5,8,1,104,100,93,97,84
56,750,24,13,1,13,10,1,100,97,93,90,79
56,880,30,15,2,10,8,1,102,97,97,84,86
56,928,21,10,1,4,8,1,104,100,104,86,88
56,950,17,11,3,5,9,1,100,100,93,86,86
56,980,21,9,2,5,9,1,247,181,99,183,164
56,1045,23,2,1,3,2,1,104,99,104,86,86
56,1123,16,3,1,4,2,1,97,97,93,86,79
56,1292,5,2,0,9,5,1,104,106,0,82,93
56,1389,11,4,1,5,5,1,104,97,100,82,86
56,1465,18,7,2,2,3,1,102,97,97,97,86
56,1572,15,7,3,7,1,1,108,108,93,90,75
56,1621,17,8,1,10,3,1,104,104,97,91,82
56,1664,19,8,2,3,3,1,104,104,97,97,82
56,1699,9,1,1,3,2,1,104,100,100,93,88
56,1774,8,1,3,3,2,1,108,111,104,100,95
56,1802,19,5,1,4,1,1,108,111,104,91,90
56,1839,16,2,0,2,2,1,102,117,0,100,86
56,1906,12,3,1,7,9,1,108,97,100,173,229
56,1960,16,6,1,7,13,1,111,102,104,97,86
56,2011,17,10,0,8,16,1,115,100,0,95,91
56,2089,13,5,0,12,18,1,111,104,0,91,82
56,2156,12,8,5,5,12,1,113,102,97,100,86
56,2249,8,8,2,6,8,1,108,109,97,86,86
56,2322,9,13,1,13,12,1,108,111,104,93,88
56,2394,14,8,1,16,10,1,113,113,100,91,77
56,2425,16,4,0,12,11,1,111,106,0,90,86
56,2472,12,7,2,19,13,1,109,100,97,86,82
56,2514,11,4,1,9,8,1,111,106,104,100,84
56,2603,7,2,0,7,6,1,115,102,0,93,86
56,2674,14,6,1,8,15,1,106,104,90,86,86
56,2714,7,7,4,9,5,1,111,100,104,75,79
56,2827,11,6,1,4,11,1,108,109,104,99,90
56,2866,19,3,2,8,12,1,115,104,68,90,86
56,2930,13,2,0,6,7,1,115,109,0,95,86
56,3019,8,3,1,8,13,1,109,100,86,100,79
56,3083,15,7,1,7,9,1,111,104,97,93,90
56,3126,13,6,0,4,8,1,197,180,0,97,165
56,3185,9,2,1,4,8,1,108,109,79,95,86
56,3227,9,3,0,4,13,1,108,104,0,91,86
56,3252,9,5,0,6,8,1,108,115,0,93,84
56,3286,16,4,2,8,11,1,104,108,88,86,82
56,3366,20,4,1,9,6,1,111,113,97,90,90
56,3398,18,6,0,8,8,1,108,108,0,86,84
